stamp,label,torso_distance_norm,wrap_score,lift_score,feet_off_ground_score,limb_speed_score,limb_accel_score,co_motion_score,state
1779511552.2482119,normal_hug,6.262302398681641,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511552.3837032,normal_hug,6.223148345947266,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511552.4466166,normal_hug,6.212205410003662,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511552.5799606,normal_hug,6.256412982940674,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511552.6463494,normal_hug,6.269330978393555,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511552.7794406,normal_hug,6.288010120391846,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511552.8473792,normal_hug,6.296482563018799,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511552.980256,normal_hug,6.324065685272217,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.0462172,normal_hug,6.3062334060668945,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.1131427,normal_hug,6.332891464233398,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.2490768,normal_hug,6.3393073081970215,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.317752,normal_hug,6.373352527618408,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.4490845,normal_hug,6.293080806732178,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.5132196,normal_hug,6.3302154541015625,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.579566,normal_hug,6.333286285400391,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.7129724,normal_hug,6.316121578216553,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.7803056,normal_hug,6.370505332946777,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.91325,normal_hug,6.341093063354492,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511553.9795718,normal_hug,6.294131278991699,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.046413,normal_hug,6.381288051605225,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.1829765,normal_hug,6.366413116455078,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.246415,normal_hug,6.380810737609863,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.3798857,normal_hug,6.338635444641113,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.4469273,normal_hug,6.346154689788818,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.5128946,normal_hug,6.317105770111084,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.65131,normal_hug,6.3161773681640625,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.7130947,normal_hug,6.308973789215088,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.8464441,normal_hug,6.329126834869385,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511554.9128778,normal_hug,6.327764511108398,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.0475204,normal_hug,6.330959796905518,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.1135366,normal_hug,6.2948455810546875,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.1795824,normal_hug,6.329837799072266,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.3127906,normal_hug,6.3572001457214355,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.3799207,normal_hug,6.342304706573486,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.514977,normal_hug,6.300856113433838,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.5798538,normal_hug,6.2933502197265625,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.7127717,normal_hug,6.221658229827881,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.7798023,normal_hug,6.287956714630127,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.846717,normal_hug,6.243663311004639,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511555.9796455,normal_hug,6.1216583251953125,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.0468485,normal_hug,6.157991886138916,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.1798787,normal_hug,6.089095115661621,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.2462604,normal_hug,6.171375274658203,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.3133473,normal_hug,6.152585506439209,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.5801413,normal_hug,6.24064302444458,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.6464124,normal_hug,6.235823154449463,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.715984,normal_hug,6.0063910484313965,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511556.8512647,normal_hug,6.269920349121094,0.0,0.0,0.0,0.18889100849628448,0.0859907940030098,0.0,observing
1779511556.9129071,normal_hug,6.102386951446533,0.0,0.0,0.0,0.0,0.08978196233510971,0.0,observing
1779511557.0461586,normal_hug,5.6649580001831055,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.1132705,normal_hug,5.563442230224609,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.1828835,normal_hug,5.4162068367004395,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.3153358,normal_hug,5.28059196472168,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.446326,normal_hug,4.955676555633545,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.513153,normal_hug,4.88033390045166,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.57974,normal_hug,4.754182815551758,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.7128882,normal_hug,4.997236728668213,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.782223,normal_hug,4.547984600067139,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511557.9151552,normal_hug,5.043310642242432,0.0,0.0,0.0,0.1373751014471054,0.03790943697094917,0.0,observing
1779511557.9801033,normal_hug,4.97080659866333,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.0466301,normal_hug,4.852596759796143,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.1820476,normal_hug,4.901188850402832,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.2463667,normal_hug,4.8193206787109375,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.3795788,normal_hug,4.557693004608154,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.446624,normal_hug,4.488433837890625,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.5128422,normal_hug,4.423058986663818,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.6495795,normal_hug,4.206915378570557,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.7139559,normal_hug,4.020614147186279,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.7794433,normal_hug,3.841362476348877,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.912862,normal_hug,3.5277457237243652,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779511558.97976,normal_hug,3.467776298522949,0.08364429324865341,0.0,0.0,0.0,0.0,0.0,observing
1779511559.113132,normal_hug,3.382350444793701,0.454580694437027,0.0,0.0,0.0,0.0,0.0,observing
1779511559.1794822,normal_hug,3.332103729248047,0.5218921303749084,0.0,0.0,0.0,0.0,0.0,observing
1779511559.3129067,normal_hug,3.2942638397216797,0.6150051355361938,0.0,0.0,0.0,0.0,0.0,observing
1779511559.3797677,normal_hug,3.316450595855713,0.6502462029457092,0.0,0.0,0.0,0.0,0.0,observing
1779511559.4462671,normal_hug,3.310443162918091,0.6349722743034363,0.0,0.0,0.0,0.0,0.0,observing
1779511559.5794837,normal_hug,3.3785247802734375,0.612770676612854,0.0,0.0,0.0,0.0,0.0,observing
1779511559.6464274,normal_hug,3.3927524089813232,0.5914380550384521,0.0,0.0,0.0,0.0,0.0,observing
1779511559.7805455,normal_hug,3.4168601036071777,0.5391572713851929,0.0,0.0,0.0,0.0,0.0,observing
1779511559.8466697,normal_hug,3.331148147583008,0.5693174600601196,0.0,0.0,0.0,0.0,0.0,observing
1779511559.9814668,normal_hug,3.129044771194458,0.622746467590332,0.0,0.0,0.0,0.0,0.0,observing
1779511560.0469007,normal_hug,3.1627368927001953,0.4958444833755493,0.0,0.0,0.0,0.0,0.0,observing
1779511560.1129837,normal_hug,3.161201000213623,0.5138280391693115,0.0,0.0,0.0,0.0,0.0,observing
1779511560.2466192,normal_hug,2.9794368743896484,0.682485818862915,0.0,0.0,0.0,0.0,0.0,observing
1779511560.3144252,normal_hug,2.973827600479126,0.7358371615409851,0.0,0.0,0.014054981991648674,0.0,0.0,observing
1779511560.446973,normal_hug,2.9149410724639893,0.7763028740882874,0.0,0.0,0.010085389018058777,0.0,0.0,observing
1779511560.513188,normal_hug,2.9168941974639893,0.7343090772628784,0.0,0.0,0.0,0.0,0.0,observing
1779511560.5800977,normal_hug,2.824320077896118,0.8099572062492371,0.0,0.0,0.0,0.0,0.0,observing
