stamp,label,torso_distance_norm,wrap_score,lift_score,feet_off_ground_score,limb_speed_score,limb_accel_score,co_motion_score,state
1780306671.287985,critical_high_suspicious,0.8341776728630066,1.0,0.48603641986846924,0.0,0.0,0.5868427157402039,0.0,critical
1780306671.288003,critical_high_suspicious,1.0974223613739014,1.0,1.0,0.0,1.0,1.0,0.0,critical
1780306671.288021,critical_high_suspicious,1.513648509979248,1.0,1.0,0.0,0.4729797840118408,0.683260977268219,0.0,critical
1780306671.2880385,critical_high_suspicious,1.218970775604248,1.0,1.0,0.0,0.7727774977684021,0.11057186871767044,0.0,critical
1780306671.2898805,critical_high_suspicious,0.9402360320091248,1.0,1.0,0.0,0.5207926034927368,0.12800215184688568,0.0,critical
1780306671.2917452,critical_high_suspicious,0.7544336915016174,1.0,1.0,0.0,0.48999282717704773,0.28917911648750305,0.0,critical
1780306671.2917619,critical_high_suspicious,0.7113208770751953,1.0,1.0,0.0,0.41848909854888916,0.0,0.0,critical
1780306671.291796,critical_high_suspicious,0.8601627349853516,1.0,1.0,0.0,0.7381644248962402,0.35434719920158386,0.0,critical
1780306671.2918131,critical_high_suspicious,0.9872031807899475,1.0,0.7112453579902649,0.0,0.0,0.49464675784111023,0.0,critical
1780306671.2937758,critical_high_suspicious,1.0541062355041504,1.0,1.0,0.0,1.0,1.0,0.0,critical
1780306671.2938259,critical_high_suspicious,1.0265253782272339,1.0,1.0,0.0,1.0,1.0,0.0,critical
1780306671.2938435,critical_high_suspicious,1.0364986658096313,1.0,1.0,0.0,0.061699140816926956,1.0,0.0,critical
1780306671.2938952,critical_high_suspicious,0.8866975903511047,1.0,1.0,0.20323577523231506,0.6849984526634216,0.17587733268737793,0.0,critical
1780306671.2939281,critical_high_suspicious,0.8630729913711548,1.0,1.0,0.13096249103546143,1.0,0.38940343260765076,0.0,critical
1780306671.2956746,critical_high_suspicious,0.9221107363700867,1.0,0.6122500896453857,0.0,0.5193668603897095,0.17031137645244598,0.0,critical
1780306671.2957253,critical_high_suspicious,1.2817440032958984,1.0,1.0,0.0,0.7154141664505005,0.16448453068733215,0.0,critical
1780306671.2958584,critical_high_suspicious,1.0222138166427612,1.0,1.0,0.0,1.0,1.0,0.0,critical
1780306671.295875,critical_high_suspicious,1.0695199966430664,1.0,1.0,0.0,0.0,1.0,0.0,critical
