stamp,label,torso_distance_norm,wrap_score,lift_score,feet_off_ground_score,limb_speed_score,limb_accel_score,co_motion_score,state
1779510946.047183,normal_close,3.5195090770721436,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779510946.180151,normal_close,3.506232261657715,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779510946.2474315,normal_close,3.4666497707366943,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779510946.3801122,normal_close,3.290525436401367,0.02887197583913803,0.0,0.0,0.0,0.0,0.0,observing
1779510946.4471285,normal_close,3.151839017868042,0.08257780224084854,0.0,0.0,0.0,0.0,0.0,observing
1779510946.5807762,normal_close,2.975142002105713,0.19187939167022705,0.0,0.0,0.0,0.0,0.0,observing
1779510946.6462662,normal_close,2.901604413986206,0.26025351881980896,0.0,0.0,0.0,0.0,0.0,observing
1779510946.7795937,normal_close,2.7914581298828125,0.3629637658596039,0.0,0.0,0.0,0.0,0.0,observing
1779510946.846564,normal_close,2.76863694190979,0.39602991938591003,0.0,0.0,0.0,0.0,0.0,observing
1779510946.9127743,normal_close,2.7339158058166504,0.4274713695049286,0.0,0.0,0.0,0.0,0.0,observing
1779510947.0475674,normal_close,2.7005105018615723,0.43224072456359863,0.0,0.0,0.0,0.0,0.0,observing
1779510947.113162,normal_close,2.7202253341674805,0.4065070152282715,0.0,0.0,0.0,0.0,0.0,observing
1779510947.247137,normal_close,2.771667718887329,0.34164053201675415,0.0,0.0,0.0,0.0,0.0,observing
1779510947.3137755,normal_close,2.7848641872406006,0.32738351821899414,0.0,0.0,0.0,0.0,0.0,observing
1779510947.3801985,normal_close,2.8057005405426025,0.31232571601867676,0.0,0.0,0.0,0.0,0.0,observing
1779510947.44722,normal_close,2.797067880630493,0.30558711290359497,0.0,0.0,0.0,0.0,0.0,observing
1779510947.5801733,normal_close,2.746917963027954,0.37386083602905273,0.0,0.0,0.0,0.0,0.0,observing
1779510947.6483285,normal_close,2.7113468647003174,0.4326750934123993,0.0,0.0,0.0,0.0,0.0,observing
1779510947.7133844,normal_close,2.700918436050415,0.4644932150840759,0.0,0.0,0.0,0.0,0.0,observing
1779510947.7832732,normal_close,2.659200668334961,0.47389018535614014,0.0,0.0,0.0,0.0,0.0,observing
1779510947.8469548,normal_close,2.62373685836792,0.5197594165802002,0.0,0.0,0.0,0.0,0.0,observing
1779510947.9139953,normal_close,2.5872459411621094,0.5563436150550842,0.0,0.0,0.0,0.0,0.0,observing
1779510948.0469732,normal_close,2.575845956802368,0.6026678085327148,0.0,0.0,0.0,0.0,0.0,observing
1779510948.1132426,normal_close,2.6063790321350098,0.5955554842948914,0.0,0.0,0.0,0.0,0.0,observing
1779510948.2466977,normal_close,2.649806022644043,0.5217674970626831,0.0,0.0,0.0,0.0,0.0,observing
1779510948.379616,normal_close,2.6931889057159424,0.48625582456588745,0.0,0.0,0.0,0.0,0.0,observing
1779510948.7835472,normal_close,2.8848636150360107,0.39097341895103455,0.0,0.0,0.0,0.0,0.0,observing
1779510948.915644,normal_close,2.865097999572754,0.4364970028400421,0.0,0.0,0.0,0.0,0.0,observing
1779510949.0466328,normal_close,2.816840410232544,0.5001667141914368,0.0,0.0,0.0,0.0,0.0,observing
1779510949.1133504,normal_close,2.7543458938598633,0.5157367587089539,0.0,0.0,0.0,0.0,0.0,observing
1779510949.1811574,normal_close,2.6939687728881836,0.4929412007331848,0.0,0.0,0.0,0.0,0.0,observing
1779510949.2467444,normal_close,2.6489431858062744,0.46968069672584534,0.0,0.0,0.0,0.0,0.0,observing
1779510949.3802953,normal_close,2.7901337146759033,0.39071497321128845,0.0,0.0,0.0,0.0,0.0,observing
1779510949.4465306,normal_close,2.801795721054077,0.3816901445388794,0.0,0.0,0.0,0.0,0.0,observing
1779510949.5146976,normal_close,2.7348861694335938,0.4252309501171112,0.0,0.0,0.0,0.0,0.0,observing
1779510949.6473334,normal_close,2.8182661533355713,0.40533822774887085,0.0,0.0,0.0,0.0,0.0,observing
1779510949.7128873,normal_close,2.873033046722412,0.38339316844940186,0.0,0.0,0.0,0.0,0.0,observing
1779510949.780428,normal_close,2.911263942718506,0.3671139180660248,0.0,0.0,0.0,0.0,0.0,observing
1779510949.9143088,normal_close,3.0677905082702637,0.2717583179473877,0.0,0.0,0.0,0.0,0.0,observing
1779510949.9803486,normal_close,3.1050546169281006,0.24815291166305542,0.0,0.0,0.0,0.0,0.0,observing
1779510950.1131272,normal_close,3.14487361907959,0.20785604417324066,0.0,0.0,0.0,0.0,0.0,observing
1779510950.1806216,normal_close,3.17671275138855,0.1908813863992691,0.0,0.0,0.0,0.0,0.0,observing
1779510950.2471266,normal_close,3.2105872631073,0.17117895185947418,0.0,0.0,0.0,0.0,0.0,observing
1779510950.3803,normal_close,3.155614137649536,0.17546957731246948,0.0,0.0,0.0,0.0,0.0,observing
1779510950.4477286,normal_close,3.0973458290100098,0.17845270037651062,0.0,0.0,0.0,0.0,0.0,observing
1779510950.5799866,normal_close,2.875976324081421,0.24085332453250885,0.0,0.0,0.0,0.0,0.0,observing
1779510950.6464856,normal_close,2.832536220550537,0.26327186822891235,0.0,0.0,0.0,0.0,0.0,observing
1779510950.7131572,normal_close,2.7103278636932373,0.32575809955596924,0.0,0.0,0.0,0.0,0.0,observing
1779510950.8465562,normal_close,2.621799945831299,0.446835994720459,0.0,0.0,0.0,0.0,0.0,observing
1779510950.9155064,normal_close,2.53562068939209,0.5346588492393494,0.0,0.0,0.0,0.0,0.0,observing
1779510951.0466702,normal_close,2.578094959259033,0.6074821352958679,0.0,0.0,0.0,0.0,0.0,observing
1779510951.1138535,normal_close,2.574371099472046,0.61495041847229,0.0,0.0,0.0,0.0,0.0,observing
1779510951.246802,normal_close,2.7048850059509277,0.5583654046058655,0.0,0.0,0.0,0.0,0.0,observing
1779510951.3131576,normal_close,2.7121832370758057,0.5412580370903015,0.0,0.0,0.0,0.0,0.0,observing
1779510951.3802698,normal_close,2.7314131259918213,0.5519835352897644,0.0,0.0,0.0,0.0,0.0,observing
1779510951.5131793,normal_close,2.824228286743164,0.4401766359806061,0.0,0.0,0.0,0.0,0.0,observing
1779510951.5800478,normal_close,2.8017680644989014,0.439350426197052,0.0,0.0,0.0,0.0,0.0,observing
1779510951.6470025,normal_close,2.808185577392578,0.42102381587028503,0.0,0.0,0.0,0.0,0.0,observing
1779510951.713429,normal_close,2.8515560626983643,0.387380450963974,0.0,0.0,0.0,0.0,0.0,observing
1779510951.7811213,normal_close,2.8890902996063232,0.3160797953605652,0.0,0.0,0.0,0.0,0.0,observing
1779510951.9157655,normal_close,2.885204315185547,0.2575376331806183,0.0,0.0,0.0,0.0,0.0,observing
1779510951.9813888,normal_close,2.909949779510498,0.22818735241889954,0.0,0.0,0.0,0.0,0.0,observing
1779510952.0471175,normal_close,2.9755916595458984,0.17631655931472778,0.0,0.0,0.0,0.0,0.0,observing
1779510952.1802413,normal_close,2.9771456718444824,0.17298495769500732,0.0,0.0,0.0,0.0,0.0,observing
1779510952.246885,normal_close,3.030571222305298,0.15444058179855347,0.0,0.0,0.0,0.0,0.0,observing
1779510952.3795497,normal_close,3.085568904876709,0.16491645574569702,0.0,0.0,0.0,0.0,0.0,observing
1779510952.4484928,normal_close,3.15804386138916,0.14834807813167572,0.0,0.0,0.0,0.0,0.0,observing
1779510952.5136108,normal_close,3.2024405002593994,0.14340350031852722,0.0,0.0,0.0,0.0,0.0,observing
1779510952.6529648,normal_close,3.3442304134368896,0.1353154480457306,0.0,0.0,0.0,0.0,0.0,observing
1779510952.7139833,normal_close,3.3589541912078857,0.1271376758813858,0.0,0.0,0.0,0.0,0.0,observing
1779510952.8489835,normal_close,3.3559131622314453,0.0701940730214119,0.0,0.0,0.0,0.0,0.0,observing
1779510952.91341,normal_close,3.3448824882507324,0.052420489490032196,0.0,0.0,0.0,0.0,0.0,observing
1779510953.0469253,normal_close,3.229646682739258,0.11181680113077164,0.0,0.0,0.0,0.0,0.0,observing
1779510953.1140096,normal_close,3.1416001319885254,0.17352597415447235,0.0,0.0,0.0,0.0,0.0,observing
1779510953.1804307,normal_close,3.015012741088867,0.2262292355298996,0.0,0.0,0.0,0.0,0.0,observing
1779510953.3132808,normal_close,2.9450507164001465,0.2638780474662781,0.0,0.0,0.0,0.0,0.0,observing
1779510953.3848739,normal_close,2.93127703666687,0.2707557678222656,0.0,0.0,0.0,0.0,0.0,observing
1779510953.5158408,normal_close,2.7991552352905273,0.33386242389678955,0.0,0.0,0.0,0.0,0.0,observing
1779510953.5799284,normal_close,2.7190001010894775,0.38913315534591675,0.0,0.0,0.0,0.0,0.0,observing
1779510953.7131462,normal_close,2.6187639236450195,0.5353060364723206,0.0,0.0,0.0,0.0,0.0,observing
1779510953.7801733,normal_close,2.659606695175171,0.5347703099250793,0.0,0.0,0.0,0.0,0.0,observing
1779510953.9136357,normal_close,2.7693071365356445,0.4935639798641205,0.0,0.0,0.0,0.0,0.0,observing
1779510953.9798105,normal_close,2.8499128818511963,0.44022947549819946,0.0,0.0,0.0,0.0,0.0,observing
1779510954.1136131,normal_close,3.015338182449341,0.29406189918518066,0.0,0.0,0.0,0.0,0.0,observing
1779510954.1813676,normal_close,3.268069267272949,0.1461956948041916,0.0,0.0,0.0,0.0,0.0,observing
1779510954.2472155,normal_close,3.3997790813446045,0.04124446585774422,0.0,0.0,0.0,0.0,0.0,observing
1779510954.3133297,normal_close,3.3517236709594727,0.018750058487057686,0.0,0.0,0.0,0.0,0.0,observing
1779510954.3802373,normal_close,3.3380391597747803,0.007185999304056168,0.0,0.0,0.0,0.0,0.0,observing
1779510954.5129962,normal_close,3.4671168327331543,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779510954.5806177,normal_close,3.494925022125244,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779510954.652034,normal_close,3.5616204738616943,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779510954.7132225,normal_close,3.4559483528137207,0.0,0.0,0.0,0.0,0.0,0.0,observing
1779510954.780196,normal_close,3.4176855087280273,0.0,0.0,0.0,0.0,0.0,0.0,observing
