stamp,label,torso_distance_norm,wrap_score,lift_score,feet_off_ground_score,limb_speed_score,limb_accel_score,co_motion_score,state
1780305834.784441,critical_high_suspicious,1.7819584608078003,1.0,0.0,0.0,0.021885447204113007,0.0,0.0,observing
1780305834.9169831,critical_high_suspicious,1.4864959716796875,1.0,0.0,0.0,0.0,0.0,0.0,watch
1780305835.0509586,critical_high_suspicious,1.179958462715149,1.0,0.0,0.0,0.0,0.0,0.0,watch
1780305835.117461,critical_high_suspicious,1.1405396461486816,1.0,0.0,0.0,0.0,0.0,0.0,watch
1780305835.2512808,critical_high_suspicious,1.0651943683624268,1.0,0.0,0.0,0.0,0.0,0.0,watch
1780305835.3173037,critical_high_suspicious,1.275530219078064,1.0,0.0,0.0,0.0,0.0,0.0,watch
1780305835.450789,critical_high_suspicious,1.1999834775924683,1.0,0.0,0.0,0.3779158890247345,0.17369452118873596,0.0,watch
1780305835.5179691,critical_high_suspicious,1.4501960277557373,1.0,0.0,0.15000000596046448,0.0,0.1227547898888588,0.0,watch
1780305835.6512215,critical_high_suspicious,1.2299818992614746,1.0,0.22224600613117218,0.0,0.252880334854126,0.0643666610121727,0.0,watch
1780305835.7187777,critical_high_suspicious,1.102561116218567,1.0,0.15000000596046448,0.0,0.10590466111898422,0.0017841195221990347,0.0,watch
1780305835.8508406,critical_high_suspicious,1.09856379032135,0.0,0.0,0.0,0.0,0.0,0.0,observing
1780305835.9177585,critical_high_suspicious,0.9799153208732605,0.8542855978012085,0.745697557926178,0.0,0.8614711761474609,0.44066449999809265,0.0,warning
1780305836.0505662,critical_high_suspicious,0.07525448501110077,0.0,0.0,0.0,0.0,0.0,0.0,observing
1780305836.116854,critical_high_suspicious,1.3450696468353271,0.7009052634239197,1.0,0.0,1.0,0.08372953534126282,0.0,warning
1780305836.2506685,critical_high_suspicious,0.16161352396011353,0.0,0.0,0.0,0.0,0.4648965001106262,0.0,watch
1780305836.3213694,critical_high_suspicious,0.16008220613002777,0.0,0.0,0.0,0.0,0.0,0.0,observing
1780305836.7837572,critical_high_suspicious,1.6134891510009766,1.0,1.0,0.0,0.9322120547294617,0.22594715654850006,0.0,warning
1780305836.8508556,critical_high_suspicious,1.4509660005569458,1.0,0.9993125200271606,0.0,0.4891953766345978,0.14453008770942688,0.0,warning
1780305836.984307,critical_high_suspicious,0.16615191102027893,1.0,0.8323912024497986,0.0,0.0,0.2957831025123596,0.0,warning
1780305837.053121,critical_high_suspicious,0.2535378336906433,0.06244361028075218,0.0,0.0,0.0,0.0,0.0,observing
1780305837.189777,critical_high_suspicious,0.2288658767938614,0.0,0.0,0.0,0.0,0.0,0.0,observing
1780305837.3838665,critical_high_suspicious,1.55117666721344,0.2829771339893341,0.6768755912780762,0.0,0.942757785320282,0.6315927505493164,0.0,watch
1780305837.5834951,critical_high_suspicious,0.18789474666118622,0.0,0.0,0.0,0.08536757528781891,0.0047269174829125404,0.0,observing
1780305837.6505845,critical_high_suspicious,0.2537919580936432,0.0,0.0,0.0,0.0,0.00889172125607729,0.0,observing
1780305837.7843325,critical_high_suspicious,1.2637611627578735,1.0,0.0,0.15000000596046448,0.0,0.0,0.0,watch
1780305837.9838676,critical_high_suspicious,0.27479442954063416,1.0,0.44685494899749756,0.0,1.0,0.18307530879974365,0.0,warning
1780305838.053643,critical_high_suspicious,1.2390433549880981,1.0,0.05645916983485222,0.0,0.07467906922101974,0.6645914316177368,0.0,watch
1780305838.117382,critical_high_suspicious,1.0307252407073975,1.0,0.0,0.0,0.34092745184898376,0.06260385364294052,0.0,watch
1780305838.2512321,critical_high_suspicious,1.3970403671264648,1.0,0.0,0.0,0.5931804180145264,0.03387964144349098,0.0,watch
1780305838.3218098,critical_high_suspicious,1.3598295450210571,1.0,0.0,0.0,0.0957164540886879,0.2431854009628296,0.0,watch
